1,2,3,4,5,6
0,0.009511741029336922,0.02434746308053186,0.0658152768081728,0,0
0,0.01177443370075071,0.02639667555389695,0.05232946283252538,0,0
0,0.0110991123358626,0.02428969991409853,0.04383891474548366,0,0
0,0.009608980738660762,0.0200764706281217,0.03524974854331136,0,0
0,0.01209953185807242,0.01990190233747528,0.03591757097662986,0,0
0,0.01143784081357302,0.01550781761287156,0.03566990614584734,0,0
0,0.004658385931505332,0.003269053716324845,0.02238260135343914,0,0
0,-0.01000134318313812,-0.05312217209116715,-0.02211548569163139,0,0
0,-0.0001784622922614754,-0.002392438568475886,-0.1328109218243361,0,0
0,-0.005642433911405263,-0.0009489793794628694,-0.1580163243462007,0,0
0,-0.01550345408460026,-0.001140369138895334,-0.1299116740977139,0,0
0,-0.04009626703781356,-0.002656365377897175,0.1052837668501839,0,0
0,0.000557048250308922,0.004785682486883144,0.05232859922563038,0,0
0,0.002727361809188672,0.004072117235449126,0.02681255191953104,0,0
0,0.01643086686002472,0.01546154958325431,0.06585174899933406,0,0
0,0.01522159740086229,-0.01427512711025692,0.05692099721866366,0,0
0,0.0111788453491512,0.0003714363757629605,0.0336782978371926,0,0
0,0.0004856228645177934,-0.0001495234425075037,-0.1017240247851211,0,0
0,0.00374483127510047,-0.0003295247155208442,-0.1150013628814875,0,0
0,-0.01091321237342307,-0.00088257493420299,-0.05087492523082079,0,0
0,-0.004542981680675681,-0.0005486065317039516,-0.02137548767956236,0,0
0,-0.008916127629404953,-0.000984983391728086,-0.03448451624844769,0,0
0,-0.01403944332758247,0.02870855481812259,0.1243114400793744,0,0
0,0.00268340950363929,0.01947337056546226,0.08670904582959271,0,0
0,0.009511741029336922,0.02434746308053186,0.0658152768081728,0,0
