1,2,3,4,5
21.64555820058939,28.86074426745253,20.45769130689858,0,0
21.20456282764871,28.27275043686495,20.23618818368519,0,0
21.08761628439763,28.11682171253016,20.30319708897257,0,0
21.26975149879301,28.35966866505735,20.73816521986711,0,0
22.19136765903757,29.58849150185629,21.4815540506148,0,0
24.60292964148509,32.80397918221636,22.16153421256312,0,8.339378848043827e-06
28.49264220529619,37.99067974221873,22.3157523686825,0,0
17.38331581937853,43.07527667457448,21.65597558682688,53.3465976869447,0
34.28718614724869,45.71679188764226,20.13081605934918,33.22728085088164,0
34.2407764639912,45.65451256560863,17.99929929207686,28.14423705014599,0
33.48655783614356,44.64870096970553,15.86181453411036,22.31907124423267,0
33.08709342943939,44.11612457258585,14.2946027724028,5.411353520380267,0
33.00583964966925,44.00783503823128,13.47946127273216,0,0
33.01306532003564,44.01763774555782,13.36467234958806,0,0
11.90992941771443,44.32677900298538,14.18740962517107,0,0
0.0002730106152001282,45.99763753201921,16.54572608259441,19.92996954276603,0
0.0006011359268547992,49.63495200286932,20.29822926952088,18.38502791303165,0
39.29282032157126,52.45521990758078,23.81774705372643,15.57747501517673,0
38.70006429540934,51.60035100587378,25.50003727915916,15.66242177186607,0
35.79217600734086,47.7228862186239,25.31771176007085,14.13721889627426,2.535483711962466e-05
31.87429996076119,42.49895897296877,24.2128044634973,15.76809201914157,0.001006500199746076
27.93704018445583,37.24938691260778,22.91439025264043,14.65210751562037,19.99996467594886
24.76778536281636,33.02371381708848,21.78270882512569,0,0.0001542810590424758
22.71471025699273,30.28628034265698,20.95942113837118,0,0
21.64555820058939,28.86074426745253,20.45769130689858,0,0
